Unique_ID,Category,Facility,ItemNumber,Item Unit,ItemName,Substance Name,Waste (AER) Code,DATAAREAID
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (sulfur),HYDVSU,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Water-Contaminated Produced (Incl Brine Solutions),WATER,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Waste Flammable Liquid,WSTFLQ,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Contaminated Debris and Soil (refined fuels/oils),SOILRO,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Waste - Miscellaneous,WSTMIS,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Frac Sand - Non-Radioactive,FRCSND,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sweetening Agents (solids),SWTSOL,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Gas Sweetening Systems,SLGSWT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Water Process (with heavy metals),,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Water Process (with organic chemicals),PWTROR,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Acid,ACID,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Boiler Blowdown Water,BLBDWT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Wash Fluids - Organic,WSHORG,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sweetening Agents (liquids),SWTLIQ,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrotest Fluids - Methanol,METHNL,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Salt Heat Medium,SALT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Dessicant,DESICT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Activated Carbon,ACTCRB,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Catalyst (Sulphur),CATSU,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Sulphur,SLGSUL,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sand - Produced,SAND,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Flare Pit,SLGPIT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Lime,SLGLIM,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Process,SLGPRO,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Catalyst (non-sulphur),CATNS,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Cement,CEMENT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Drilling Waste Gel Chemical,DRWSGC,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,High Solids Produced Water,HSPWTR,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Frac Fluid (water based),FRFLDW,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Drilling Waste Hydrocarbon,DRWSHC,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (chem/solvent),HYDVCH,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Well Workover Fluids,WWOFLD,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (crude/condi),HYDVCO,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Hydrovac Material (produced water/salt),HYDVPW,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Cooling Tower,SLGCTW,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Residual formation fines after treatment and settl,FRMFNS,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Pigging Waste (liguid & wax),PIGWST,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Wash Fluids - Water,WSHWTR,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Treater Hay,TRTHAY,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706152sesc,Standard,,706152,M3,Crystallizer Sludge Solids Disposal,Tank Bottoms,SLGHYD,sesc
706155sesc,Standard,,706155,M3,Waste Water Disposal - Lube Oil,Non-Oilfield Waste,NONOFD,sesc
706155sesc,Standard,,706155,M3,Waste Water Disposal - Lube Oil,Lubricating Oil (hydrocarbon and synthetic),LUBOIL,sesc
706156sesc,Standard,,706156,M3,Waste Solids Disposal - Lube Oil,Lubricating Oil (hydrocarbon and synthetic),LUBOIL,sesc
706156sesc,Standard,,706156,M3,Waste Solids Disposal - Lube Oil,Non-Oilfield Waste,NONOFD,sesc
706158sesc,Standard,,706158,M3,Waste Water Disposal - Industrial,Industrial Water,NONOFD,sesc
706158sesc,Standard,,706158,M3,Waste Water Disposal - Industrial,Non-Oilfield Waste,NONOFD,sesc
706159sesc,Standard,,706159,M3,Waste Solids Disposal - Industrial,Non-Oilfield Waste,NONOFD,sesc
706159sesc,Standard,,706159,M3,Waste Solids Disposal - Industrial,Industrial Water,NONOFD,sesc
706161sesc,Standard,,706161,M3,Drill Mud - Water Disposal,POLYMER,DRWSAC,sesc
706161sesc,Standard,,706161,M3,Drill Mud - Water Disposal,INVERT,DRWSHC,sesc
706161sesc,Standard,,706161,M3,Drill Mud - Water Disposal,GEL,DRWSGC,sesc
706161sesc,Standard,,706161,M3,Drill Mud - Water Disposal,Non-Oilfield Waste,NONOFD,sesc
706162sesc,Standard,,706162,M3,Drill Mud - Solids Disposal,Non-Oilfield Waste,NONOFD,sesc
706162sesc,Standard,,706162,M3,Drill Mud - Solids Disposal,GEL,DRWSGC,sesc
706162sesc,Standard,,706162,M3,Drill Mud - Solids Disposal,INVERT,DRWSHC,sesc
706162sesc,Standard,,706162,M3,Drill Mud - Solids Disposal,POLYMER,DRWSAC,sesc
706164sesc,Standard,,706164,M3,Cement Returns - Water Disposal,Cement,CEMENT,sesc
706164sesc,Standard,,706164,M3,Cement Returns - Water Disposal,Non-Oilfield Waste,NONOFD,sesc
706165sesc,Standard,,706165,M3,Cement Returns - Solids Disposal,Non-Oilfield Waste,NONOFD,sesc
706165sesc,Standard,,706165,M3,Cement Returns - Solids Disposal,Cement,CEMENT,sesc
707070sesc,Standard,,707070,M3,Tank Wash,Tank Wash,,sesc
707071sesc,Standard,,707071,M3,Tank Wash Oil 400 bbl,Tank Wash Oil 400 bbl,,sesc
707072sesc,Standard,,707072,M3,Tank Wash Frac 400 bbl,Tank Wash Frac,,sesc
707073sesc,Standard,,707073,M3,Tank Wash Drill Mud 400 bbl,Tank Wash Drill Mud,,sesc
707074sesc,Standard,,707074,M3,Tank Wash Steam 400 bbl,Tank Wash Steam,,sesc
707075sesc,Standard,,707075,M3,Tank Wash Flush 400 bbl,Tank Wash Flush,,sesc
707076sesc,Standard,,707076,M3,Flowline Inlet,Flowline Inlet,,sesc
707079sesc,Standard,,707079,M3,Other Revenue,NULL,NULL,sesc
707082sesc,Standard,,707082,M3,Bins,Bins,,sesc
707083sesc,Standard,,707083,M3,Lease/Land revenue,NULL,NULL,sesc
707088sesc,Standard,,707088,M3,Engineered Fluid Sales,Engineered Fluid Sales,,sesc
707089sesc,Standard,,707089,M3,Process Loss,Waters Contaminated (collected surface waters),CWATER,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Emulsion,SLGEML,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Hydrocarbon,SLGHYD,sesc
707089sesc,Standard,,707089,M3,Process Loss,Non-Oilfield Waste,NONOFD,sesc
707089sesc,Standard,,707089,M3,Process Loss,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sweetening Agents (solids),SWTSOL,sesc
707089sesc,Standard,,707089,M3,Process Loss,Dessicant,DESICT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sand - Produced,SAND,sesc
707089sesc,Standard,,707089,M3,Process Loss,Catalyst (Sulphur),CATSU,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Process,SLGPRO,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Sulphur,SLGSUL,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Lime,SLGLIM,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Flare Pit,SLGPIT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Acid,ACID,sesc
707089sesc,Standard,,707089,M3,Process Loss,Boiler Blowdown Water,BLBDWT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Catalyst (non-sulphur),CATNS,sesc
707089sesc,Standard,,707089,M3,Process Loss,Water - Process (with heavy metals),PWTRHM,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sweetening Agents (liquids),SWTLIQ,sesc
707089sesc,Standard,,707089,M3,Process Loss,Wash Fluids - Organic,WSHORG,sesc
707089sesc,Standard,,707089,M3,Process Loss,Hydrotest Fluids - Methanol,METHNL,sesc
707089sesc,Standard,,707089,M3,Process Loss,Glycol Solutions (no heavy metals),GLYC,sesc
707089sesc,Standard,,707089,M3,Process Loss,Salt Heat Medium,SALT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
707089sesc,Standard,,707089,M3,Process Loss,Filter Backwash Liquids (water treatment),FLBWWT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
707089sesc,Standard,,707089,M3,Process Loss,Snow Melt,CWATER,sesc
707089sesc,Standard,,707089,M3,Process Loss,Wash Fluids - Water,WSHWTR,sesc
707089sesc,Standard,,707089,M3,Process Loss,Water Process (with organic chemicals,PWTROR,sesc
707089sesc,Standard,,707089,M3,Process Loss,Well Workover Fluids,WWOFLD,sesc
707089sesc,Standard,,707089,M3,Process Loss,Tank Bottoms,SLGHYD,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge Gas Sweetening Systems,SLGSWT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Treater Hay,TRTHAY,sesc
707089sesc,Standard,,707089,M3,Process Loss,Pigging Waste (liguid & wax),PIGWST,sesc
707089sesc,Standard,,707089,M3,Process Loss,Residual formation fines after treatment and settl,FRMFNS,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Cooling Tower,SLGCTW,sesc
707089sesc,Standard,,707089,M3,Process Loss,Sludge - Glycol/Gas Drying,SLGGLY,sesc
707089sesc,Standard,,707089,M3,Process Loss,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
707089sesc,Standard,,707089,M3,Process Loss,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
707089sesc,Standard,,707089,M3,Process Loss,Cement,CEMENT,sesc
707089sesc,Standard,,707089,M3,Process Loss,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
707089sesc,Standard,,707089,M3,Process Loss,Contaminated Debris and Soil (sulphur),SOILSU,sesc
707089sesc,Standard,,707089,M3,Process Loss,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
707089sesc,Standard,,707089,M3,Process Loss,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
707089sesc,Standard,,707089,M3,Process Loss,Contaminated Debris and Soil (emulsion),SOILEM,sesc
707089sesc,Standard,,707089,M3,Process Loss,Frac Fluid (hydrocarbon based),FRFLDH,sesc
707089sesc,Standard,,707089,M3,Process Loss,Frac Fluid (water based),FRFLDW,sesc
707089sesc,Standard,,707089,M3,Process Loss,Frac Sand,FRCSND,sesc
707089sesc,Standard,,707089,M3,Process Loss,Load Oil,COEMUL,sesc
707089sesc,Standard,,707089,M3,Process Loss,High Solids Produced Water,HSPWTR,sesc
707089sesc,Standard,,707089,M3,Process Loss,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
707089sesc,Standard,,707089,M3,Process Loss,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
707089sesc,Standard,,707089,M3,Process Loss,Drilling Waste Hydrocarbon,DRWSHC,sesc
707089sesc,Standard,,707089,M3,Process Loss,Drilling Waste Gel Chemical,DRWSGC,sesc
707090sesc,Standard,,707090,M3,Water Management Services,Water Management Services,,sesc
707120sesc,Standard,,707120,M3,Oil Handling Fee,NULL,NULL,sesc
902401sesc,Standard,,902401,M3,Condensate Oil Credit,Production,,sesc
902402sesc,Standard,,902402,M3,Completion Oil Credit - Dry C5,Completions,WWOFLD,sesc
902403sesc,Standard,,902403,M3,Completion Oil Credit - Wet C5,Completions,WWOFLD,sesc
902404sesc,Standard,,902404,M3,Dry Frac Oil Credit,Dry Frac Oil,FRFLDH,sesc
902405sesc,Standard,,902405,M3,Wet Frac Oil Credit,Wet Frac Oil,FRFLDH,sesc
902407sesc,Standard,,902407,M3,Light Sweet Oil Credit,Production,,sesc
902408sesc,Standard,,902408,M3,Completion Oil Credit - Dry LSW,Completions,WWOFLD,sesc
902409sesc,Standard,,902409,M3,Completion Oil Credit - Wet LSW,Completions,WWOFLD,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Non-Oilfield Waste,NONOFD,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Hydrocarbon,SLGHYD,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Emulsion,SLGEML,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Waters Contaminated (collected surface waters),CWATER,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sweetening Agents (solids),SWTSOL,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Acid,ACID,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Water - Process (with heavy metals),PWTRHM,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Catalyst (non-sulphur),CATNS,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Boiler Blowdown Water,BLBDWT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Wash Fluids - Organic,WSHORG,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sweetening Agents (liquids),SWTLIQ,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Glycol Solutions (no heavy metals),GLYC,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Hydrotest Fluids - Methanol,METHNL,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Salt Heat Medium,SALT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Filter Backwash Liquids (water treatment),FLBWWT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Process,SLGPRO,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Sulphur,SLGSUL,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Lime,SLGLIM,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Flare Pit,SLGPIT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Catalyst (Sulphur),CATSU,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sand - Produced,SAND,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Dessicant,DESICT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Snow Melt,CWATER,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Water Process (with organic chemicals,PWTROR,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Wash Fluids - Water,WSHWTR,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Well Workover Fluids,WWOFLD,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge Gas Sweetening Systems,SLGSWT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Treater Hay,TRTHAY,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Tank Bottoms,SLGHYD,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Load Oil,COEMUL,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Pigging Waste (liguid & wax),PIGWST,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Residual formation fines after treatment and settl,FRMFNS,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Cooling Tower,SLGCTW,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Sludge - Glycol/Gas Drying,SLGGLY,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Cement,CEMENT,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Contaminated Debris and Soil (sulphur),SOILSU,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Contaminated Debris and Soil (emulsion),SOILEM,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Frac Fluid (water based),FRFLDW,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Frac Fluid (hydrocarbon based),FRFLDH,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,High Solids Produced Water,HSPWTR,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Frac Sand,FRCSND,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Drilling Waste Hydrocarbon,DRWSHC,sesc
902415sesc,Standard,,902415,M3,Off Spec Oil Credit,Drilling Waste Gel Chemical,DRWSGC,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Drilling Waste Hydrocarbon,DRWSHC,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Drilling Waste Gel Chemical,DRWSGC,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Frac Sand,FRCSND,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,High Solids Produced Water,HSPWTR,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Load Oil,COEMUL,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Frac Fluid (water based),FRFLDW,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Frac Fluid (hydrocarbon based),FRFLDH,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Contaminated Debris and Soil (emulsion),SOILEM,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Contaminated Debris and Soil (sulphur),SOILSU,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Cement,CEMENT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Glycol/Gas Drying,SLGGLY,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Cooling Tower,SLGCTW,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Residual formation fines after treatment and settl,FRMFNS,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Pigging Waste (liguid & wax),PIGWST,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Tank Bottoms,SLGHYD,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Treater Hay,TRTHAY,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge Gas Sweetening Systems,SLGSWT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Well Workover Fluids,WWOFLD,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Water Process (with organic chemicals,PWTROR,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Wash Fluids - Water,WSHWTR,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Snow Melt,CWATER,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Dessicant,DESICT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sand - Produced,SAND,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Catalyst (Sulphur),CATSU,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Flare Pit,SLGPIT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Lime,SLGLIM,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Process,SLGPRO,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Sulphur,SLGSUL,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Filter Backwash Liquids (water treatment),FLBWWT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Salt Heat Medium,SALT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Glycol Solutions (no heavy metals),GLYC,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Hydrotest Fluids - Methanol,METHNL,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sweetening Agents (liquids),SWTLIQ,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Wash Fluids - Organic,WSHORG,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Boiler Blowdown Water,BLBDWT,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Catalyst (non-sulphur),CATNS,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Acid,ACID,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Water - Process (with heavy metals),PWTRHM,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sweetening Agents (solids),SWTSOL,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Waters Contaminated (collected surface waters),CWATER,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Emulsion,SLGEML,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Sludge - Hydrocarbon,SLGHYD,sesc
902416sesc,Standard,,902416,M3,Tank Sting Oil Credit,Non-Oilfield Waste,NONOFD,sesc
902424sesc,Standard,,902424,M3,Hydrovac Slurry Oil Credit,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
902424sesc,Standard,,902424,M3,Hydrovac Slurry Oil Credit,Hydrovac Material (produced water/salt),HYDVPW,sesc
902424sesc,Standard,,902424,M3,Hydrovac Slurry Oil Credit,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
902424sesc,Standard,,902424,M3,Hydrovac Slurry Oil Credit,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
